country,country_isocode,year,pop,xrat,currency_unit,ppp,tcgdp,cgdp,cgdp2,cda2,cc,cg,ci,p,p2,pc,pg,pi,openc,cgnp,y,y2,rgdpl,rgdpl2,rgdpch,kc,kg,ki,openk,rgdpeqa,rgdpwok,rgdpl2wok,rgdpl2pe,rgdpl2te,rgdpl2th,rgdptt,serialid
Indonesia,IDN,1968,117530.432,296.291687,Rupiah,143.77102715,14320.283187,121.84319366,132.96805718,137.71552837,75.827151823,10.554259731,17.188973157,48.523476514,48.945980228,57.557935392,22.963131274,25.37944078,27.438096552,100.56089423,2.720069543,2.9684248391,743.80263616,740.59028771,740.398355,58.159340757,7.4097188,12.854408751,41.52997576,937.97220883,2053.1817185,2053.7139627,,2264.5559966,,561.74460168,4753
Indonesia,IDN,1969,119886.474,326,Rupiah,165.49571861,16053.543827,133.90621386,144.99518201,151.85456458,74.024706016,10.189533966,20.516525879,50.765557857,51.458817021,60.572554377,24.554394437,29.541630284,24.782997992,100.65226647,2.7856749618,3.0163607533,793.04207856,791.07068166,789.61872389,55.846854809,6.97757876,15.023815133,44.358131879,1001.2147636,2195.1184066,2199.1548094,,2415.8664745,,587.49961837,4754
Indonesia,IDN,1970,122291.795,362.83333333,Rupiah,172.83101928,18857.60696,154.20173496,167.31377441,170.47592739,68.035380375,9.5894670457,24.265106346,47.633721438,48.336371612,57.542862734,29.464534153,27.405355449,30.013058578,100.42584612,3.0848169908,3.3471242995,861.3975399,858.30664573,859.03918194,50.826751329,7.3368076007,17.981615635,46.300997523,1090.2055869,2394.058408,2392.0169011,,2617.5526276,,642.8272135,4755
Indonesia,IDN,1971,124739.487,391.875,Rupiah,170.84259951,21644.003851,173.5136513,188.79289518,192.07152811,65.205103479,9.5402835592,26.991242362,43.596197643,44.477082197,53.593013236,27.808605256,25.334944543,31.822813948,100.07328834,3.2359244134,3.5208730495,925.97016966,923.472131,923.63232657,48.576227509,7.1580371681,19.885740278,47.965145158,1171.2888243,2561.1699051,2560.7256936,,2842.6681114,,687.24327043,4756
Indonesia,IDN,1972,127248.353,415,Rupiah,181.50947648,25349.563542,199.21329388,213.93742771,213.036695,61.474825352,9.1287783768,28.975370029,43.737223248,44.540277661,53.342729178,28.450165541,28.114686694,34.277814567,98.744415551,3.412279544,3.6644859088,1028.043432,1026.0109137,1025.7281044,45.417067234,6.8414703555,20.899682077,50.583220244,1299.7709501,2830.0879392,2830.8682387,,3119.6702252,,755.50995228,4757
Indonesia,IDN,1973,129823.222,415,Rupiah,219.1874821,31111.144943,239.64237263,258.73230581,255.61787517,59.207037779,9.940405184,29.64883003,52.816260746,54.336242605,66.026510699,36.834363784,31.556968987,40.374005956,98.262148849,3.7072839497,4.0026065259,1148.7474908,1143.5071014,1146.1355304,44.576427479,7.6356434393,21.459203104,54.242755644,1451.2441907,3146.6096189,3139.393509,,3432.219182,,857.50401211,4758
Indonesia,IDN,1974,132493.113,415,Rupiah,264.53609475,41043.917423,309.78151614,339.59702873,315.05372506,56.081292486,7.5147175451,29.176805512,63.74363729,64.882885346,79.875696089,43.352506139,36.158752179,50.762588715,97.209606532,4.4566442215,4.8855824408,1208.7086797,1210.1438601,1206.8491453,46.977706141,6.3994415815,23.821612852,57.154845698,1526.9601508,3296.9304775,3305.9311429,,3607.833469,,1013.7149332,4759
Indonesia,IDN,1975,135271.851,415,Rupiah,275.74512784,46359.387198,342.71274367,373.19167271,367.27933889,56.535679194,9.3941353385,32.485923478,66.444609118,68.204695351,84.188138818,45.805788906,41.15190686,45.765496835,97.469526699,4.5576785338,4.9630126312,1238.7477819,1235.1898808,1236.8461756,47.023186107,7.9375437349,26.086585449,55.611008278,1563.7267114,3362.2731831,3357.7706706,,3659.0404152,,1021.7058691,4760
Indonesia,IDN,1976,138200.371,415,Rupiah,296.51736948,52758.146223,381.75111862,412.76931386,406.19148453,56.766247731,9.2490790278,32.391088374,71.449968548,73.081503155,89.409680283,51.87448605,45.192344143,46.790104544,98.777068222,4.5991327853,4.9728233698,1323.5374247,1319.7031208,1321.3995105,46.501463825,7.8033516958,25.331913107,59.571756151,1667.8851172,3574.5587584,3569.969802,,3883.0603357,,1072.5479314,4761
Indonesia,IDN,1977,141213.869,415,Rupiah,304.12641605,63223.522107,447.71467955,489.40631437,469.76991644,53.417015873,9.7060822968,32.864612377,73.283473747,75.336140153,93.919545095,53.865581559,44.370024491,44.211401631,98.329057111,4.8952109075,5.3510578003,1415.1269253,1409.120252,1413.6106776,44.76487701,8.2917340558,26.885543447,57.276489238,1781.3522454,3805.3928173,3793.3047413,,4118.5412951,,1183.5272377,4762
Indonesia,IDN,1978,144285.491,442.04541667,Rupiah,311.27487646,73856.695797,511.87888182,565.75368336,555.6214477,52.596033877,10.485087708,35.12795138,70.416944669,73.460752463,93.687367582,51.309621624,40.72867466,43.318178108,98.074779097,5.004021297,5.5306901318,1497.7361432,1488.9546968,1496.3068747,44.536719597,8.9969796506,28.600944943,56.928424025,1882.4776213,4008.5011459,3988.8051772,,4148.9872443,,1255.4831819,4763
Indonesia,IDN,1979,147381.196,623.0555,Rupiah,347.15196152,93604.253906,635.11666648,681.6481782,632.80164768,51.537869636,9.7988727949,31.497313014,55.717662635,56.714951164,69.136345841,43.160784037,36.495404299,54.32821815,95.677936187,5.6174565288,6.0290167319,1524.2547763,1514.5468225,1521.7655135,48.847508161,9.4900017298,28.727726534,58.935187813,1911.3807699,4057.0553052,4037.8101398,,4376.4356147,,1437.1201205,4764
Indonesia,IDN,1980,150467.24,626.994,Rupiah,383.03857266,120407.81764,800.22613322,866.99197052,791.52198083,49.603651999,9.3833370513,32.308202572,61.091266051,62.427560736,77.692693252,43.710552615,38.887181591,53.348636647,95.889275895,6.581410196,7.1305216836,1599.1387546,1590.4769071,1597.1858464,51.358316864,9.8196641795,31.885561511,56.369764062,2002.8407039,4237.7036293,4219.903261,,4642.0194457,,1643.3773665,4765
Indonesia,IDN,1981,153563.006,631.75666666,Rupiah,410.9465938,143370.08054,933.62382177,956.37302528,911.24513293,53.037959638,9.5635632005,32.679827517,65.048240166,65.039028558,71.777533549,49.221854251,58.530889589,52.761021106,96.705139445,6.9140487897,7.0825203939,1652.9577732,1644.9894574,1650.1723338,56.622754064,10.266614612,33.596669554,59.065073094,2063.8501625,4373.4728221,4359.7365787,,4899.9966234,,1743.5365022,4766
Indonesia,IDN,1982,156684.684,661.42075,Rupiah,405.72304762,155751.65091,994.04515445,1041.3928504,1031.2527211,53.353355841,9.9692802772,35.703655517,61.341142929,62.237593086,73.448803221,46.379028389,47.320668347,49.098014859,95.153919131,7.1469992043,7.4874203048,1631.9364448,1623.6763718,1630.1904877,58.259257142,11.017523287,37.682276226,57.001214152,2033.5184581,4286.8271907,4269.6973587,,4401.2459428,,1763.3688145,4767
Indonesia,IDN,1983,159826.87,909.26483333,Rupiah,459.31074913,171107.56577,1070.5807213,1104.3166177,1088.195383,55.713525151,9.0883525736,33.738284174,50.514518135,50.774084112,57.458310039,37.730125512,42.411299428,51.457882166,95.908674893,7.1488152606,7.3740871026,1730.3993146,1726.5397608,1727.8175565,59.476955958,9.927687453,35.287999344,52.414171016,2149.6686776,4542.2461379,4538.8869507,,4652.6293356,,1838.9188406,4768
Indonesia,IDN,1984,162979.914,1025.9448333,Rupiah,480.23731163,189504.98284,1162.750539,1203.6269505,1149.4023236,54.244590924,8.6781598463,32.572146806,46.809272392,47.165011913,54.202856643,35.709077768,37.175115741,48.310775974,94.16465806,7.0416405028,7.2891888681,1818.5476214,1814.4345753,1815.7902889,57.691554021,9.5804330574,33.648254128,48.362409467,2253.2334044,4770.2851771,4766.723565,,4858.6420714,,1924.0624422,4769
Indonesia,IDN,1985,166118.659,1110.58,Rupiah,479.46073347,204496.14301,1231.0245233,1271.4600324,1237.4879154,52.345322939,9.0306284967,35.952150417,43.172102277,43.87543142,51.224856422,35.092796713,33.317539763,43.264448689,94.776319476,7.0101691267,7.2404324174,1849.1472862,1845.355535,1847.7335259,56.508167682,9.9479758851,37.472629597,46.132317068,2286.9129083,4849.0369706,4842.7963707,,4908.1445931,,1976.2166964,4770
Indonesia,IDN,1986,169224.999,1282.56,Rupiah,490.99577019,211120.9607,1247.5754879,1297.6715651,1298.252592,52.989780396,9.0184595127,38.036534666,38.282479587,39.253475615,46.834799472,30.646958385,28.181378977,40.538975422,94.933320916,6.7808741325,7.0531584125,1921.2487601,1918.1803614,1920.3595743,54.581826612,9.6600543652,37.424163204,47.604588991,2369.177521,4682.1997246,4676.8863914,,4749.9790707,,1952.3423159,4771
Indonesia,IDN,1987,172326.053,1643.8483333,Rupiah,555.08312799,227488.20998,1320.1034088,1351.6954652,1316.7833186,52.068210237,8.620436442,36.728512178,33.767295725,34.134701684,39.023644491,24.100462073,28.501217782,46.951438954,94.698714338,6.8166515295,6.9797842344,1969.093274,1966.8217543,1967.7106061,53.884837926,9.2416879545,35.716924946,49.296947341,2419.8336087,4736.6980636,4734.5584083,,4814.275587,,1998.8282102,4772
Indonesia,IDN,1988,175457.354,1685.7041667,Rupiah,630.2916799,240213.49458,1369.0705411,1414.7768242,1363.2917011,53.161150911,9.0878364299,34.111914093,37.390408849,37.79666006,43.693573658,22.883849939,31.254118738,45.499002033,95.37561155,6.624372516,6.8455265303,2049.8287694,2042.714173,2045.4492766,52.951950286,9.377893831,32.082796198,42.515064809,2507.4175485,4852.9680944,4846.4788744,,4942.3484345,,2010.2202878,4773
Indonesia,IDN,1989,178612.779,1770.0591667,Rupiah,662.65725717,274214.73855,1535.2470304,1569.6379575,1508.3195161,51.966868133,9.2558727353,34.870725077,37.437011692,37.647439318,41.849588844,23.090833645,34.550980981,46.329980435,95.50410976,6.9781613432,7.1344784917,2204.1014636,2194.7670258,2200.1935408,51.99216975,9.65040792,32.917403501,43.079781387,2688.542539,5238.1694149,5225.2500945,,5338.9640821,,2169.5718721,4774
Indonesia,IDN,1990,181770.189,1842.8133333,Rupiah,672.04666203,317645.18719,1747.5098031,1782.9951588,1734.3908306,54.451826247,8.6320402859,34.190140189,36.468515279,36.664928444,40.946173798,24.386820366,32.312580208,49.683890678,95.440092784,7.5922383207,7.7464081437,2349.4069214,2344.3571074,2344.1956607,55.827460675,9.3313697894,33.093141787,44.482059463,2855.4354591,5550.0128946,5550.3951286,,5618.0437239,,2373.4923427,4775
Indonesia,IDN,1991,184936.724,1950.3175,Rupiah,712.6058358,355199.03118,1920.6516883,1958.2854208,1902.5459243,54.201153055,8.6462214897,34.306283658,36.537939889,36.737707392,40.780982584,22.926087606,33.18857516,50.521281365,86.631235448,8.1871057351,8.3475259451,2515.782458,2512.7732786,2511.0841334,55.279589377,9.0167836355,33.199928587,47.897428959,3048.3239905,5921.5234273,5925.506692,,6080.6832798,,2525.1979303,4776
Indonesia,IDN,1992,188108.378,2029.9208333,Rupiah,736.20401929,388802.17688,2066.9051587,2102.1902877,2014.9147355,54.026275316,8.3392720673,33.482804083,36.267622224,36.388461628,40.268115979,24.828792066,32.569575702,53.483070811,87.621161727,8.4458854183,8.5900691781,2651.1771769,2648.0921714,2646.0670456,54.767316502,8.8900965859,32.622635308,49.747623211,3201.3052796,6215.5969127,6220.353922,,6344.1290297,,2663.4599532,4777
Kuwait,KWT,1979,1291.514,0.2763660823,Kuwaiti Dir,,,,,,,,,,,,,,,112.7649977,,,,,,,,,,,,,,,,,4778
Kuwait,KWT,1980,1369.769,0.2702974157,Kuwaiti Dir,,,,,,,,,,,,,,,116.92545231,,,,,,,,,,,,,,,,,4779
Indonesia,IDN,1993,191272.102,2087.1038667,Rupiah,789.79970988,422995.49596,2211.4855828,2242.177925,2148.8899403,54.463454577,7.8329820426,33.542966505,37.841897688,38.005740178,42.229964782,28.435375605,32.827897706,51.161051252,96.193595625,8.7149232123,8.835874218,2787.5653953,2789.4781946,2782.9077211,55.074125614,8.3351676688,32.483434952,48.95785227,3355.4936589,6492.068139,6507.395978,,6736.6492564,,2789.4382294,4780
Indonesia,IDN,1994,194482.086,2160.753675,Rupiah,832.43486821,465100.71908,2391.4835996,2432.2945457,2375.0658369,54.378823036,7.4814003161,35.786907466,38.525208951,38.770915125,43.670859283,27.235504111,33.006809481,52.491702915,97.31871599,8.9774579846,9.1306593506,2953.9472821,2964.7107353,2952.5075929,54.987575055,7.8010101034,35.175537332,52.10970392,3548.0110149,6840.3963494,6868.6687003,,7028.2445718,,2964.2879162,4781
Indonesia,IDN,1995,197764.151,2248.607975,Rupiah,888.79953124,517944.86538,2619.0028009,2657.8819219,2659.1735973,55.608906467,6.8676156678,37.572075789,39.526655652,39.840927762,45.081226968,29.369094173,33.16338219,54.542329799,97.059253885,9.4981521841,9.6391523418,3139.4104471,3159.6995422,3138.9875977,56.919053519,7.3146375481,36.799231677,55.002360603,3759.4539723,7134.5690793,7181.6450217,,7800.2159205,,3170.2785559,4782
Indonesia,IDN,1996,201117.507,2342.2962917,Rupiah,953.25121143,565725.67387,2812.91113,2855.7502905,2837.940976,56.902531239,6.6388597322,35.834979062,40.697294139,40.904244043,45.860405419,30.237354102,34.422152291,52.859067572,97.320121274,9.762330507,9.9110056784,3316.5181713,3341.0387007,3315.3047126,57.915925109,6.9918883618,35.944855793,54.886756392,3957.824962,7404.4047633,7461.8790773,,7840.4398297,,3366.0145798,4783
Indonesia,IDN,1997,204357.725,2909.38,Rupiah,1040.2070203,611636.70878,2992.9708249,3036.563993,3004.5955078,57.169715926,6.4734397995,35.304059438,35.753563311,35.801538603,39.493087919,24.610402261,31.724211782,56.58417212,97.075819569,9.8901273377,10.034178853,3413.3520198,3443.9296021,3412.507956,59.465111738,6.7161315652,36.540845571,58.420734413,4063.5775956,7569.4380697,7639.1358425,,8084.9353079,,3543.8652264,4784
Indonesia,IDN,1998,207534.204,10013.6225,Rupiah,1756.187845,558288.24322,2690.1023179,2806.0140384,2482.0563213,59.065533602,5.9786482199,23.410697138,17.537987327,17.51117166,20.179768213,10.739036183,12.250184292,96.282251578,94.361127711,8.5349007981,8.9026544814,2873.2077788,2890.1204253,2871.3203544,64.958929751,6.6307698242,26.059357464,70.092340192,3411.06797,6394.8604405,6436.7310139,,6841.3956785,,3184.9945764,4785
Indonesia,IDN,1999,210719.653,7855.15,Rupiah,2096.8728907,533551.91049,2532.0462657,2737.2599393,2521.8338185,64.299764069,6.4845721862,21.34552625,26.694243785,26.894199593,32.016659933,17.63035597,12.537518547,64.653705321,92.383213368,7.6663070462,8.2876349629,2816.4403539,2828.9042811,2815.7254405,67.187546321,6.7235180678,22.266932678,45.814871698,3337.4158279,5994.2744092,6022.330265,,6711.617466,,2959.6623107,4786
Indonesia,IDN,2000,213829.469,8421.775,Rupiah,2420.9718732,579483.97317,2710.0285844,2774.3571039,2488.8779879,62.326737213,6.4590792129,20.92426395,28.746575077,28.432813895,29.140203224,19.419417297,30.275663124,70.767553601,91.089857877,7.8311300355,8.0170192193,2920.6263405,2930.5952745,2919.9414894,65.92468605,6.839417694,21.565712591,53.992780324,3453.6613191,6181.8667652,6204.4221076,,6975.3070126,,3071.2479104,4787
Indonesia,IDN,2001,216936.604,10260.85,Rupiah,2731.0005873,607948.71583,2802.425707,2861.9267831,2629.8266854,63.283235838,6.7270509102,21.879788878,26.61573444,26.356304478,27.271720472,18.22480272,27.186991126,69.205273503,89.382818185,7.9289512246,8.0972986422,2993.2913569,3002.3161421,2993.1407983,65.740653739,7.0753278412,22.516956411,53.083826467,3533.3624004,6315.4053456,6334.7649477,,7172.4896538,,3105.0704622,4788
Indonesia,IDN,2002,220018.666,9311.1916667,Rupiah,3003.9663576,622120.28283,2827.5795601,2898.2652866,2723.1277619,65.379743837,7.6089995965,20.968416887,32.261889403,31.96790058,33.666365879,20.227823161,32.104045102,57.59380583,88.100388323,7.8116716683,8.0069530655,3052.0027785,3052.650039,3051.1314421,66.297535992,7.7310285386,20.803278771,49.998741268,3595.2350612,6419.7413102,6422.9365182,,7328.55401,,3080.4011595,4789
Indonesia,IDN,2003,223069.671,8577.1333333,Rupiah,3237.8948612,679154.17092,3044.5831918,3133.5166711,2927.0599176,64.121455517,7.7894980967,21.500386576,37.750315115,37.411367762,38.161085527,24.327389571,41.157313024,49.097183676,96.155592292,8.1034998463,8.3402062823,3224.0333734,3222.0865463,3223.74936,64.513814765,7.9426831476,21.529294003,48.526787493,3791.7419184,6717.0038353,6713.539197,,7744.2305958,,3244.651784,4790
Indonesia,IDN,2004,226004.132,8938.85,Rupiah,3312.2948852,719591.54653,3183.9751785,3261.5355113,3116.9022874,65.317515236,7.9275965617,22.32037497,37.055044946,36.710011453,37.965914573,25.2646714,38.468019271,57.563070818,95.411230029,8.0221753275,8.2175922365,3277.5115956,3276.8804897,3277.3127774,65.714066088,8.019369753,22.346074248,56.197818462,3847.8501306,6764.0742459,6763.1820436,,7901.9710499,,3294.9007161,4791
Indonesia,IDN,2005,228895.746,9704.7416667,Rupiah,3582.017026,788898.8186,3446.5420716,3536.9356936,3395.2571747,64.385478245,8.0293633068,23.579472986,36.909967818,36.552693853,37.799255017,24.678716793,38.544564733,62.820235618,88.19752226,8.1028725202,8.3153892924,3446.5420716,3446.5420716,3446.5420716,64.385478245,8.0293633066,23.579472985,61.813062196,4039.4284475,7057.4119764,7057.4119765,,8396.2921583,,3446.5420716,4792
Indonesia,IDN,2006,231820.243,9159.3166667,Rupiah,3995.8161511,853557.78921,3681.9812548,3786.6606057,3585.7331424,63.163708471,8.4723647909,23.057735234,43.625701529,43.22504415,44.223575298,29.327536424,47.051040407,55.578333812,87.800358945,8.2438312924,8.4782048128,3524.1536844,3517.4463942,3524.1536844,64.080847915,8.5123079978,23.069373264,64.927567133,4123.0878809,7170.6464172,7156.998997,,8542.2261106,,3560.4019532,4793
Indonesia,IDN,2007,234693.997,9143.3583333,Rupiah,4412.3722738,903124.38587,3848.0932508,3960.0819874,3804.3239051,64.308663423,8.6576629415,23.100470161,48.257676369,47.869806208,49.288650609,31.103346342,51.645570872,54.204336799,88.047812328,8.2830120022,8.5240675039,3626.221811,3619.4171661,3625.9796466,64.491303706,8.4691571215,22.585276837,67.846807464,4234.5415688,7342.4782775,7329.1894906,,8679.4196686,,3606.9315283,4794
Indonesia,IDN,2008,237512,10950,Rupiah,4974.0173603,978457.98425,4119.6149426,4269.8206941,4227.2708562,65.025257829,9.1674699287,24.810747074,45.424816076,45.182724906,45.296700159,28.61902589,51.913814901,59.381117257,90.041539046,8.7262362949,9.0444045942,3867.853651,3858.5268731,3868.7749303,63.270134597,8.6733608932,23.571233169,69.073178659,4509.7789704,7797.1429195,7776.4889482,,8910.1292862,,3731.9825096,4795
Indonesia,IDN,2009,240272,9400,Rupiah,5433.93601,1052607.169,4380.8981862,4646.6433357,4531.7856327,64.297595556,10.081697527,23.148864457,57.807829894,57.822932808,54.477247011,36.489521209,75.967070498,44.581978391,88.546598009,9.604309761,10.186906896,4073.8246324,4051.7596733,4075.0483441,62.565293439,9.405866953,22.668640451,56.941592101,4740.992546,,,,9289.9906902,,3956.9722456,4796
Iran,IRN,1950,16357,32.25,Iranian Rial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4797
Iran,IRN,1951,16806.708,32.25,Iranian Rial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4798
Iran,IRN,1952,17267.289,32.25,Iranian Rial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4799
Iran,IRN,1953,17734.742,32.25,Iranian Rial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4800
Iran,IRN,1954,18216.059,32.25,Iranian Rial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4801
Kuwait,KWT,1981,1432.188,0.2787853323,Kuwaiti Dir,,,,,,,,,,,,,,,130.59061761,,,,,,,,,,,,,,,,,4802
Kuwait,KWT,1982,1497.494,0.287910999,Kuwaiti Dir,,,,,,,,,,,,,,,127.50994404,,,,,,,,,,,,,,,,,4803
Kuwait,KWT,1983,1565.822,0.2914766657,Kuwaiti Dir,,,,,,,,,,,,,,,123.98248099,,,,,,,,,,,,,,,,,4804
Iran,IRN,1955,18716.232,32.24574328,Iranian Rial,30.161229496,5167.9757636,276.12265992,280.79881359,334.8735447,80.708379652,12.821339628,25.727744959,93.535538116,94.057359596,100.58236099,61.715567164,88.869778868,39.033891295,,11.109442543,11.297581613,2633.8237567,2597.6005549,2601.884663,51.758994064,8.8678171701,16.15053734,58.560162948,3268.3240422,8227.3708253,8213.824127,,,,1703.5286466,4805
Iran,IRN,1956,19233.254,32.25574257,Iranian Rial,31.471936408,5734.6911439,298.16541413,303.51754406,365.77205147,74.369655326,11.8794866,34.261865966,97.570025987,98.792235632,107.6951239,65.633309889,88.458832419,47.01867721,,11.616188073,11.824701016,2859.6912941,2850.7535639,2830.0524636,46.405451929,7.9792695484,20.160346242,72.276440385,3563.9453377,9014.7067518,9080.6469952,,,,1770.4746685,4806
Iran,IRN,1957,19773.113,32.25574257,Iranian Rial,31.207903143,6679.2103528,337.79255461,344.31375194,400.58279817,67.93218429,10.69566844,37.714522767,96.751463945,98.316128343,108.70172864,66.463701913,85.31631606,45.478663567,,12.730110318,12.975869321,3312.1094978,3322.0908678,3286.7992077,40.158123628,6.8331565344,20.889259868,77.044134029,4149.6550103,10550.200394,10663.482059,,,,1929.4542082,4807
Iran,IRN,1958,20339.795,52.36308814,Iranian Rial,32.323160434,7504.4838213,368.95572553,371.7348755,448.20993493,67.163792829,10.893934631,42.51474622,61.728904048,62.382625782,65.544776211,39.30565192,61.99009774,48.701532182,,13.884848636,13.989435919,3632.7857404,3662.1842104,3610.9795068,38.432116112,6.5708462331,23.219926287,86.074242983,4570.5547747,11676.235564,11841.807863,,,,2054.8238462,4808
Iran,IRN,1959,20932.29,75.75999923,Iranian Rial,32.882694505,8597.1398067,410.71186223,411.7892013,457.3218659,60.968298432,9.9196260492,40.169350567,43.403768267,43.75972778,45.948222674,32.846491721,42.278491048,48.584765853,,14.553655914,14.591831636,3952.9942311,3985.7621637,3932.0943818,35.048492041,5.9094199229,21.654909509,82.143894577,4989.7147942,12811.563572,12986.424125,,,,2229.2005244,4809
Iran,IRN,1960,21547.591,75.75,Iranian Rial,32.032648235,9772.427851,453.52762872,459.05561267,503.81686647,56.280489572,10.132184482,43.338051689,42.287324402,43.248473063,48.571936226,30.125028161,37.304211288,43.875914723,,15.711150058,15.902651038,4419.7360936,4474.3755948,4403.1024574,31.661599576,5.6968649804,22.89770445,79.351109755,5601.7188588,14455.627469,14689.621098,,14685.251443,,2420.1562168,4810
Iran,IRN,1961,22180.698,75.75,Iranian Rial,33.890976882,9611.2167193,433.3144394,446.14181515,481.95075232,56.531928114,10.189540869,41.304888545,44.74056354,46.151110311,53.973828472,32.031718425,35.778192268,45.017905155,,14.771130855,15.208399564,4419.0339545,4467.8798926,4402.6487545,30.039256701,5.2883482576,21.198247975,77.723906535,5605.4480106,14537.420701,14752.81206,,14789.000952,,2302.807994,4811
Iran,IRN,1962,22836.593,75.75,Iranian Rial,34.390580555,10011.631816,438.40304093,456.77672389,479.95551116,58.115950042,10.189433462,36.769040401,45.400106344,46.922766558,55.635558736,31.817440792,33.467850098,42.484549259,,14.119611082,14.711370795,4797.8188377,4827.7705031,4779.1799325,28.525229229,4.8255587708,17.330364042,76.766286265,6089.5289837,15872.169185,16033.543682,,16112.729547,,2307.2097725,4812
Iran,IRN,1963,23512.274,75.75,Iranian Rial,33.391373847,11373.301273,483.71762224,502.71367135,497.44937343,52.236419126,9.6464478573,37.069956817,44.081021581,45.728306786,54.74002893,33.799203737,31.639386743,35.889107957,,14.978242516,15.566452284,4924.014192,4966.528039,4907.3111354,27.289384083,4.8950964526,18.479939747,73.237730732,6257.6058029,16392.706562,16590.518622,,16707.897792,,2522.9772337,4813
Iran,IRN,1964,24217.713,75.75,Iranian Rial,32.55588494,13069.819154,539.68015701,550.52630203,546.54969872,51.150890943,10.708025652,37.418755825,42.978065927,44.300221705,51.62988402,32.779978274,34.026807593,33.822001065,,15.750225289,16.066763196,5052.3040564,5097.0251422,5034.8151226,28.657606209,5.7333013057,19.839948551,78.55908497,6425.1412503,16917.240503,17126.269402,,17286.834223,,2760.6912576,4814
Iran,IRN,1965,24948.906,75.75,Iranian Rial,31.932370829,14476.876441,580.2609718,590.48714926,649.29026761,51.637969266,13.099653541,45.220784998,42.154944989,43.953961528,51.908272515,31.983689923,34.530734126,39.389120681,95.73164149,15.792464855,16.07078195,5802.4121166,5880.9631512,5790.5043063,26.487765421,6.3138888735,22.595303958,76.817899028,7395.2071378,19571.145214,19876.884247,,20108.93621,,2907.4653156,4815
Iran,IRN,1966,25707.838,75.75,Iranian Rial,31.93366899,15646.874488,608.64217708,619.93823145,692.19961633,53.898468814,14.144243671,43.613510862,42.156658732,43.868049425,51.599424545,31.093640561,34.749914065,41.834532377,96.456603723,15.29997413,15.583932991,6017.7719295,6082.4966228,6005.0680662,27.14974677,6.6453372617,21.409461263,79.595175144,7671.2042572,20416.756372,20680.007338,,20968.970667,,2958.8950784,4816
Iran,IRN,1967,26476.539,75.75,Iranian Rial,30.62939599,18026.325022,680.84144315,686.89251709,784.02638674,50.479121341,14.27334446,49.388592259,40.434846191,42.04755554,48.966083204,30.691798465,35.099737823,46.281133026,96.355378594,16.424247624,16.570220431,6535.8170096,6641.0334027,6525.2469803,25.515525913,6.7197838887,24.25214807,81.361127382,8337.8533728,22317.729767,22713.743909,,23066.696907,,3213.5136187,4817
Iran,IRN,1968,27254.009,75.75,Iranian Rial,28.725112929,20620.649619,756.60977506,756.86368855,881.92675252,51.76796543,15.367073008,49.388817292,37.92094116,39.023757905,43.706694159,28.90233123,35.035918831,50.810782055,95.468241127,16.890817971,16.896486423,7169.7234175,7276.9924112,7158.6534192,25.578897,6.9501005624,23.793415212,83.688589531,9149.5629953,24631.117438,25038.292005,,25444.243824,,3450.4566315,4818
Iran,IRN,1969,28046.226,75.75,Iranian Rial,32.324194603,23903.345467,852.28384977,863.66507175,984.37715654,50.584410576,16.558173886,46.834139704,42.672204096,44.48431919,52.105824792,27.950765138,38.406001918,45.130598845,95.280441532,17.730213649,17.966979249,7796.0580347,7891.2354726,7787.6157958,24.708331434,7.3412085414,22.204635682,84.796381604,9956.0089065,26957.068917,27315.75158,,27753.891642,,3687.0644963,4819
Iran,IRN,1970,28854.184,75.750000076,Iranian Rial,27.526383496,27405.500823,949.79295978,957.4621518,1062.9187833,55.290228114,16.37417959,39.349775084,36.338460025,36.841297324,40.111365768,28.492254663,34.526128978,55.628486176,95.025214012,19.000677657,19.154100405,8962.2649602,8999.673969,8952.7836545,24.45296073,7.4164785087,17.262921649,83.620388222,11448.553608,31178.661041,31341.959662,,31810.70679,,3965.1928249,4820
Iran,IRN,1971,29677.875,75.75,Iranian Rial,28.032787,33880.785025,1141.61762,1151.6035665,1217.5384953,55.063298362,18.168950521,32.49323954,37.006979538,37.385132856,39.563880944,27.534725449,38.094803456,60.574333923,95.390747553,21.290476569,21.476708416,9921.455963,9903.0428334,9906.796592,25.189121388,8.37087987,14.700107187,85.921436416,12666.886763,34602.360116,34589.249026,,34973.494582,,4531.6696017,4821
Iran,IRN,1972,30522.278,75.749970135,Iranian Rial,27.978645499,42424.248329,1389.9437102,1401.9532872,1490.3519446,50.64260361,18.851124288,36.8116646,36.935520171,37.460911646,40.220679506,27.714696714,37.28344149,61.732453254,97.625695131,23.808032072,24.013741404,11278.023256,11294.466333,11262.78176,23.795519001,8.9852758768,16.887039475,84.330802853,14398.804263,39454.359023,39565.352427,,39896.549673,,5269.5618383,4822
Kuwait,KWT,1984,1637.314,0.2960619162,Kuwaiti Dir,,,,,,,,,,,,,,,122.88138146,,,,,,,,,,,,,,,,,4823
