country,country_isocode,year,pop,xrat,currency_unit,ppp,tcgdp,cgdp,cgdp2,cda2,cc,cg,ci,p,p2,pc,pg,pi,openc,cgnp,y,y2,rgdpl,rgdpl2,rgdpch,kc,kg,ki,openk,rgdpeqa,rgdpwok,rgdpl2wok,rgdpl2pe,rgdpl2te,rgdpl2th,rgdptt,serialid
Azerbaijan,AZE,1960,3881.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587
Azerbaijan,AZE,1993,7482.152,0.019995,Azerbaijanian Mat,0.0017756117,17518.560132,2341.3798774,2406.9567915,2832.2494828,87.88906795,15.733990253,14.046253222,8.8802784731,9.1622661231,8.1134527408,9.2775000824,13.910976294,134.75144473,99.960148203,9.2268048235,9.4852273858,3077.2620828,2662.9177077,3051.3342187,85.236504821,16.05737073,13.04575807,103.10723138,3680.5843936,7179.6129446,6265.6913582,,5363.7955777,,3077.2527435,588
Azerbaijan,AZE,1994,7494.978,0.314045,Azerbaijanian Mat,0.0251767654,14881.872001,1985.5791439,2011.4654187,2304.8421423,93.099974378,12.096267739,9.3889812162,8.0169292281,8.2878506622,7.5138230044,8.4192276228,13.076077558,143.03387394,99.924556536,7.4537217578,7.5508969775,2553.2318325,2149.8767087,2532.4094664,90.430849627,12.115786819,8.8647670112,106.85531892,3053.5418049,6113.7797593,5190.2636129,,4437.3306073,,2553.2377497,589
Azerbaijan,AZE,1995,7554.935,0.8827085,Azerbaijanian Mat,0.1624203958,13137.512621,1738.9312577,1796.7651537,2148.7504142,97.896990859,6.6327771462,15.060174495,18.40023018,19.017423044,16.958979679,19.17572157,29.052934443,85.893710751,99.556363367,6.3064589765,6.5162010759,2194.3207837,1891.1764588,2182.5928869,95.18687989,6.7108366513,14.011931295,65.318541776,2630.7869268,5367.4720853,4650.8155103,,3954.5295377,,2194.3322458,590
Azerbaijan,AZE,1996,7628.443,0.8602528333,Azerbaijanian Mat,0.2023954083,13191.702434,1729.2784955,1806.9565738,2332.9125569,104.26241372,6.4596503772,18.385219988,23.527432917,24.536378333,21.52631653,24.203719229,37.980409192,82.746428759,98.042005157,6.0015362846,6.2711214361,2159.7614288,1872.434935,2150.3791603,100.17969761,6.4223731486,17.409405903,62.639837021,2582.6233491,5250.6985609,4572.0269244,,3874.4034429,,2159.7571209,591
Azerbaijan,AZE,1997,7677.884,0.797075,Azerbaijanian Mat,0.2250795805,13653.393135,1778.2755165,1890.5155588,2313.1913145,92.853436458,7.2732704528,22.230990902,28.238193464,29.316754632,25.086376874,27.189381446,44.691352668,84.355862159,99.761299726,5.8762254389,6.2471172302,2156.0318038,1946.9910181,2147.8799043,90.848271498,7.0980049964,21.643886633,66.969688436,2572.9092934,5157.795416,4675.3923849,,4046.6612128,,2156.0198497,592
Azerbaijan,AZE,1998,7726.485,0.7737996867,Azerbaijanian Mat,0.2178429448,15272.837977,1976.6864204,2096.954774,2717.9741887,99.883402311,8.5835531851,21.148342953,28.152369215,29.493222187,25.349106728,27.77818135,45.934600878,79.865227166,99.701735982,6.2714426865,6.653018681,2405.3670293,2131.2455786,2395.6423136,96.416800624,8.3556976013,20.662380796,61.718724753,2861.3555423,5622.7454438,5002.1872208,,4448.7469929,,2405.3669245,593
Azerbaijan,AZE,1999,7768.708,0.8240333333,Azerbaijanian Mat,0.2192574702,17906.254216,2304.9204856,2429.0786222,2727.341482,88.198947096,8.3183844556,15.761515953,26.607839917,27.453913503,24.063047078,25.945737422,43.008738713,67.13974244,99.019475684,6.9786355798,7.3545506689,2720.3547315,2402.2307053,2711.3746172,86.856461452,8.1285590598,15.495687362,52.701058607,3227.1005833,6251.0793071,5538.3474335,,5040.0315702,,2720.3619834,594
Azerbaijan,AZE,2000,7809.052,0.89483075,Azerbaijanian Mat,0.2419298783,19897.583685,2548.0152629,2674.1150657,2630.1796613,77.357872807,8.1550060437,12.844132596,27.036384068,27.569050678,24.449560186,26.597079145,42.652612393,76.988337744,94.591043005,7.3629625059,7.727351265,2888.2436932,2566.0621835,2879.8896592,77.794432033,8.2099993293,12.586028795,61.714770042,3414.425858,6544.3329662,5831.1835966,,5409.2355315,,2888.2411357,595
Azerbaijan,AZE,2001,7847.233,0.9313166667,Azerbaijanian Mat,0.2435974991,21821.242087,2780.7562343,2930.9861129,2816.7484225,75.616719178,7.4779926113,13.007702689,26.156248227,26.640998581,23.441128175,25.788768627,41.574606887,78.815937994,94.111671307,7.8676414132,8.2926893909,3068.1912567,2744.0009471,3060.0093489,76.042878186,7.6138139525,12.958732855,63.752565277,3612.7422745,6856.2138806,6148.169903,,5796.1816377,,3068.1912776,596
Azerbaijan,AZE,2002,7883.781,0.9721641667,Azerbaijanian Mat,0.2566952158,24231.38266,3073.5737916,3327.3509074,3541.4816039,77.269782585,6.9326993539,22.232988873,26.404513204,26.895476214,22.848937751,24.877174169,40.022920243,90.464431326,93.83086678,8.4912727644,9.1923754085,3366.0147584,3133.2968252,3359.1407839,77.225651869,6.9424027008,21.740108962,75.315489697,3948.3020009,7426.0220108,6926.7508233,,6628.8007455,,3366.0183879,597
Azerbaijan,AZE,2003,7924.123,0.982146,Azerbaijanian Mat,0.2769818362,26314.144281,3320.7642387,3675.189026,4421.6845922,77.7711075,7.1983844685,35.342267805,28.201696709,28.954282591,23.34700304,25.71133769,41.600298739,105.45486476,93.925468563,8.8385866974,9.7819280444,3543.1358744,3498.7869851,3543.1209898,77.658599465,7.2847511489,35.123667146,91.691051117,4146.9248632,7738.9672455,7642.1318817,,7399.2042757,,3543.1310797,598
Azerbaijan,AZE,2004,7968.351,0.9826955,Azerbaijanian Mat,0.2970530197,29512.441955,3703.7075745,4119.484003,4962.9742283,73.888370741,7.6342100308,38.953047356,30.228389125,30.904543811,24.577816664,26.853016564,43.787309887,118.22908349,91.929922353,9.3316655621,10.379233844,3823.5605773,3862.8841757,3824.0044308,74.12215772,7.7002722357,38.885211731,105.15018354,4453.745075,8258.0611566,8342.0232224,,8080.8634545,,3823.5490575,599
Azerbaijan,AZE,2005,8015.567,0.945421,Azerbaijanian Mat,0.3415756946,38170.7487,4762.0771806,5283.3580222,4820.0359124,56.841631994,6.2787539712,28.110151358,36.129480367,35.809346612,28.638804082,31.119264883,51.272494427,111.25998988,87.569429536,11.195715452,12.421254592,4762.0771807,4762.0771807,4762.0771806,56.841631994,6.2787539711,28.110151358,101.17907933,5515.2111366,10196.842845,10196.842845,,9913.9651708,,4762.0771807,600
Azerbaijan,AZE,2006,8066.157,0.893445,Azerbaijanian Mat,0.3643412952,53123.541731,6585.9791387,7225.6687574,5420.3269104,49.459437883,5.1685401669,20.386904204,40.779375921,39.9777144,32.764224189,35.257896074,57.847950339,101.950907,87.224552413,14.745784174,16.178027559,6318.0471918,6200.3898999,6318.0471917,50.063424891,5.1810923032,20.350785725,92.586577584,7275.6252193,13412.336132,13162.566053,,12588.300628,,6318.0471913,601
Azerbaijan,AZE,2007,8120.247,0.8581238082,Azerbaijanian Mat,0.4179163733,70713.668782,8708.3150035,9424.3990158,6042.5389967,44.035577376,5.7298888287,14.350441733,48.701174502,47.677102572,40.163923116,42.571447893,70.10332568,92.744074931,84.630892141,18.744628311,20.285997525,7969.9820864,7684.8364287,7967.3668139,45.46957878,5.7712684377,14.446260163,83.705036091,9125.6682756,16791.963418,16196.504466,,15545.893215,,7969.9820856,602
Azerbaijan,AZE,2008,8178,0.8,Azerbaijanian Mat,0.5111838984,80821.5989,9882.8073979,10662.717961,6514.4979178,43.555420465,5.0669289889,12.473685738,63.897987299,62.572692489,53.219789992,56.230099966,93.031176153,86.699407233,88.615724415,20.933925576,22.58594499,8688.5562141,8321.3920568,8682.2377623,45.25900593,5.1195155459,12.655618817,77.97184682,9898.0014366,18167.428602,17412.36536,,16778.191381,,8688.556214,603
Azerbaijan,AZE,2009,8239,0.8,Azerbaijanian Mat,0.3832575116,90223.150111,10950.740395,11705.376093,8897.231295,56.630845614,7.6825381497,11.696402037,47.907188949,47.901447558,41.56372887,43.302739148,74.886080431,80.685797904,93.573632609,24.007474813,25.661874137,9618.6210101,8907.946028,9605.1720781,58.339357223,7.58821685,12.126009659,69.061617678,10908.45762,,,,18025.485638,,9618.62101,604
Bahamas,BHS,1950,70.498,1.02,Bahamian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605
Bahamas,BHS,1951,73.229,1.02,Bahamian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,606
Bahamas,BHS,1952,76.217,1.02,Bahamian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607
Bahamas,BHS,1953,79.487,1.02,Bahamian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608
Bahamas,BHS,1954,83.062,1.02,Bahamian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609
Bahamas,BHS,1955,87.138,1.02,Bahamian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610
Bahamas,BHS,1959,106.931,1.02,Bahamian Dollar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611
Bahamas,BHS,1960,112.234,1.02,Bahamian Dollar,,,,,,,,,,,,,,,88.106106236,,,,,,,,,,,,,,,,,612
Bahamas,BHS,1961,117.565,1.02,Bahamian Dollar,,,,,,,,,,,,,,,88.086518824,,,,,,,,,,,,,,,,,613
Bahamas,BHS,1962,122.902,1.02,Bahamian Dollar,,,,,,,,,,,,,,,88.129204619,,,,,,,,,,,,,,,,,614
Bahamas,BHS,1963,128.225,1.02,Bahamian Dollar,,,,,,,,,,,,,,,88.123585979,,,,,,,,,,,,,,,,,615
Bahamas,BHS,1964,133.605,1.02,Bahamian Dollar,,,,,,,,,,,,,,,88.124870588,,,,,,,,,,,,,,,,,616
Bahamas,BHS,1965,139.205,1.02,Bahamian Dollar,,,,,,,,,,,,,,,88.120104439,,,,,,,,,,,,,,,,,617
Bahamas,BHS,1966,145.065,1.020409942,Bahamian Dollar,,,,,,,,,,,,,,,88.0911188,,,,,,,,,,,,,,,,,618
Bahamas,BHS,1967,151.12,1.020409942,Bahamian Dollar,,,,,,,,,,,,,,,88.115577889,,,,,,,,,,,,,,,,,619
Bahamas,BHS,1968,157.435,1.020409942,Bahamian Dollar,,,,,,,,,,,,,,,88.100484795,,,,,,,,,,,,,,,,,620
Bahamas,BHS,1969,164.012,1.020409942,Bahamian Dollar,,,,,,,,,,,,,,,88.119541823,,,,,,,,,,,,,,,,,621
Bahamas,BHS,1970,170.323,1.0017008333,Bahamian Dollar,0.9923055531,591.9674501,3475.5579112,3583.6484452,3262.8228359,62.283224914,15.133544202,13.630745333,99.062067245,100.31635585,105.36220736,51.705422019,119.9795846,160.5340303,88.100087453,69.528790322,71.691149365,19162.008619,19299.221096,19066.989588,47.144006873,11.731435956,10.234437546,116.32478487,24450.230546,47009.010493,47581.569331,,,,14621.271513,622
Bahamas,BHS,1971,174.22,0.999999999,Bahamian Dollar,0.9938846873,628.16464421,3605.5828505,3726.8925707,3424.2537038,62.503546695,15.585408842,13.79063688,99.388468832,100.66895531,106.69532619,51.267243549,117.90701506,167.24588544,88.106034182,67.241934469,69.504287213,19050.880077,19185.124389,18956.106765,47.029530197,11.810673087,10.261881484,116.51129736,24233.667413,46603.798924,47166.841294,,,,14399.094757,623
Bahamas,BHS,1972,178.332,1,Bahamian Dollar,0.9974830872,645.00079377,3616.8539229,3760.726519,3385.4042584,61.024931564,15.363515737,13.631506058,99.748308717,100.6664881,109.15970894,51.323998844,108.58889601,163.41151318,88.102898662,61.95227444,64.416635665,17970.25346,18094.298147,17880.71166,46.827286964,11.95906725,10.212320651,116.59887928,22789.144956,43836.272986,44359.900666,,,,13862.798962,624
Bahamas,BHS,1973,181.985,0.9999999999,Bahamian Dollar,1.0093001639,723.75111795,3976.9822675,4116.1594837,3761.0641314,62.041267565,15.332524209,13.999347346,100.9300164,102.51578198,104.99335244,53.089352698,132.13101558,150.9446928,88.105538857,61.524188591,63.677269676,18892.493496,19026.11885,18798.224466,47.134393898,11.884490015,10.224431208,115.80987548,23885.664986,45956.372348,46513.51003,,,,14398.611353,625
Bahamas,BHS,1974,185.499,0.999999999,Bahamian Dollar,1.0679438991,644.75574754,3475.7909613,3611.7138248,3406.9360082,63.383042239,16.47397409,14.473159688,106.79439002,108.10179101,117.08899315,55.941990174,117.42486712,187.38144989,88.108791904,50.004157433,51.959599616,15496.2838,15596.630102,15418.723157,46.466407967,12.277784994,10.341630186,117.04259594,19532.157041,37589.0043,38022.720168,,,,11390.407551,626
Bahamas,BHS,1975,189.139,0.999999999,Bahamian Dollar,0.9802908005,662.19949495,3501.1261292,3751.6810714,3177.3109456,56.888790522,14.979753228,12.821782671,98.029080149,97.907505363,113.53121486,48.765960256,78.581179037,151.90839687,88.108017444,46.560881373,49.892968967,12946.392084,13030.586407,12880.893868,46.251708048,12.372162475,10.064265106,116.86468167,16267.959466,31314.487872,31678.402462,,,,10650.074006,627
Bahamas,BHS,1976,193.257,0.999999999,Bahamian Dollar,0.9274585425,753.80665008,3900.539955,4185.462188,3490.0149738,56.816201538,13.792897702,12.77512016,92.745854341,91.743147569,106.7872296,56.62472524,61.884830137,151.79621984,88.101541223,46.99161394,50.424204231,13170.948794,13267.083602,13104.403682,47.787268704,11.948180731,10.258196637,113.38516009,16492.083306,31769.242113,32163.629974,,,,11211.622553,628
Bahamas,BHS,1977,197.499,0.999999999,Bahamian Dollar,0.8091447291,959.43403586,4857.9184495,5224.3259655,4014.0593725,50.798457923,13.765293987,12.270262641,80.914472988,80.193300671,93.770264289,41.752433984,61.567563594,109.99581316,88.106591865,53.115380102,57.121596897,14408.953925,14489.918199,14338.56167,45.364917891,12.53137463,10.696852106,120.7863338,17982.099039,34664.809657,35030.728177,,,,13147.553265,629
Bahamas,BHS,1978,201.499,0.999999999,Bahamian Dollar,0.7560027582,1198.8379754,5949.5976425,6301.5645895,4605.660057,49.731847954,12.983965451,10.371750668,75.600275894,74.763486176,85.166192715,41.872088809,62.650179971,113.66657558,84.418552619,58.162026934,61.602782474,15916.640948,16028.963297,15835.613953,46.057896638,12.185301975,9.2359995178,116.38496683,19790.263101,38178.170994,38644.318018,,,,14996.652427,630
Bahamas,BHS,1979,206.15,0.999999999,Bahamian Dollar,0.6761024399,1835.5573132,8903.9889071,9172.8205089,6294.9614488,49.169294934,9.0183804343,10.438560615,67.610244056,66.608922178,71.798437452,50.085893204,59.987642571,114.03495265,89.17353421,78.75367355,81.131425413,18707.09449,18902.416403,18616.274542,53.234387031,9.9770247368,10.875536607,102.49653802,23184.438968,44758.270115,45446.228098,,,,20419.644503,631
Bahamas,BHS,1980,209.944,0.999999999,Bahamian Dollar,0.7009555431,2074.3096281,9880.2996421,10069.405543,7247.4675375,47.298303375,9.1193517863,15.55747293,70.095554385,69.454366931,74.057495455,59.935441084,62.766298683,149.63846154,91.492548287,81.259911549,82.815201299,19799.133775,19917.152392,19739.807229,48.83599459,9.5170123396,15.311497583,104.82205647,24498.479383,47328.968,47754.178006,,,,20382.801806,632
Bahamas,BHS,1981,214.71,0.999999999,Bahamian Dollar,0.7203462184,2091.1167514,9739.2611028,9869.1305162,7643.9245156,49.763622504,10.797099327,16.892144995,72.034621908,71.89494247,69.993878791,55.371046557,87.604382748,138.21596247,90.269891124,72.125115994,73.086877509,17888.723634,17980.20037,17831.911149,51.209750139,11.172519297,16.739318083,109.10445651,22051.501861,42192.002844,42542.869287,,,,18357.934607,633
Bahamas,BHS,1982,219.682,0.999999999,Bahamian Dollar,0.7945376069,2134.4474021,9716.0777948,9875.4825638,8222.1068317,51.09869623,11.092819883,21.066256645,79.453760773,79.005143787,82.985732803,62.45409222,79.164434761,141.53958843,92.720009271,69.856786643,71.002877193,18685.611739,18733.0266,18647.220966,47.631451097,10.465088949,18.979842644,109.10177583,22977.565555,43492.525176,43692.657073,,,,17342.427461,634
Bahamas,BHS,1983,224.719,0.999999999,Bahamian Dollar,0.8639810553,2184.6926092,9721.8864859,9967.1162217,8654.5962176,53.291478088,12.325212379,21.214806479,86.398105615,86.192760991,94.828734095,72.130007031,72.287687833,154.55964181,92.884350877,64.918010467,66.55553489,19142.089374,19185.633285,19098.426835,46.701839069,11.052116726,18.215086648,112.92619112,23449.987839,43850.357417,44050.585113,,,,16810.198143,635
Bahamas,BHS,1984,229.819,0.9999999996,Bahamian Dollar,0.7802117932,2583.7801703,11242.674323,11336.348931,10015.582015,59.832804064,11.332980775,17.183489476,78.021179355,77.71033254,77.112896292,69.528149928,86.556952028,150.22225008,92.724512975,68.0858604,68.653155699,21099.605561,21259.723466,21037.372464,53.030848759,10.426416504,14.793159349,115.23390622,25739.323519,47539.626517,48042.088675,,,,18717.600386,636
Bahamas,BHS,1985,234.988,1,Bahamian Dollar,0.7272805642,3018.7083623,12846.223477,12946.939767,11052.018161,55.409049136,10.488157654,19.466735272,72.728056422,72.412770085,71.922377895,65.526916757,78.711280321,148.28608389,92.99349581,73.153862907,73.727400001,21823.349756,21946.489239,21778.124573,52.889918622,10.215857205,17.940778354,118.25550883,26551.689043,48486.123127,48860.964859,,,,20750.296037,637
Bahamas,BHS,1986,239.832,1,Bahamian Dollar,0.7498091018,3165.329809,13198.112883,13331.074701,11267.778945,55.582196941,10.013399611,18.927063459,74.98091018,74.623051621,73.825360742,65.79560681,82.911739236,138.64444232,93.395344869,71.734931564,72.45761116,21744.863856,21883.32891,21696.678991,53.51352595,10.025376039,17.406293642,119.39127524,26356.259087,47563.647552,47972.823122,,,,20867.031255,638
Bahamas,BHS,1987,244.042,1,Bahamian Dollar,0.7879226692,3316.4589509,13589.705669,13740.503362,11843.214113,55.798806982,10.090459357,20.302729699,78.792266922,78.461338831,77.65539475,67.539214283,87.142483435,139.48438442,94.027266925,70.173508622,70.9521865,21858.772195,21985.640011,21817.803454,53.550245682,10.031724732,18.309133056,115.46254233,26407.427402,47078.967914,47441.129571,,,,20808.639294,639
Bahamas,BHS,1988,248.063,1,Bahamian Dollar,0.7748533371,3506.3232187,14134.809378,14287.455293,11295.981237,50.184746275,10.079000253,18.798486772,77.485333711,77.199072691,76.297101717,66.350225652,86.017926271,141.83016677,94.027466195,68.392562657,69.131153822,21828.390355,21922.206323,21787.538471,48.464007295,10.083754622,17.141507664,118.60437991,26275.651651,46357.650775,46644.185449,,,,20957.26084,640
Bahamas,BHS,1989,252.424,1,Bahamian Dollar,0.8275544559,3857.2688204,15280.911563,15465.102468,15956.409159,66.661254856,9.1043764072,27.411241906,82.755445592,82.407658173,80.93366966,70.832417709,91.220744607,106.47536105,96.309601568,69.456357346,70.293560627,22956.086183,23110.335947,22967.046746,63.736706055,9.0715862492,24.728515079,87.801972674,27598.558276,48245.399025,48546.397441,,,,21691.866806,641
Bahamas,BHS,1990,257.253,1,Bahamian Dollar,0.8227515876,3975.0758911,15452.009854,15624.67146,15895.164533,65.931605192,8.9552583212,26.844328559,82.275158755,81.914023538,82.07127188,68.894753786,87.275356756,106.60143709,95.530638029,67.132865944,67.883012269,22045.309447,22195.849234,22052.752346,63.699566072,9.1225753645,24.48482839,90.20287104,26404.963216,45750.987298,46047.858355,,,,21081.921708,642
Bahamas,BHS,1991,254,1,Bahamian Dollar,0.83860422,3903.8677862,15369.558213,15544.764583,16162.274509,66.785927603,10.264195416,26.922339366,83.860422004,83.648118257,85.318579705,66.694360322,86.897155897,100.84916611,95.641497062,65.515365937,66.262212999,21467.147622,21604.567206,21461.552579,63.878213075,10.038335751,24.433618203,89.090943389,25660.320462,44181.793674,44476.210524,,,,20294.924839,643
Bahamas,BHS,1992,258,1,Bahamian Dollar,0.8453696524,3870.1412935,15000.547649,15188.027141,15326.595664,65.599564438,9.8783456074,25.434443628,84.536965239,84.194204972,85.643249265,68.346508742,87.997253316,96.417764465,98.03152139,61.295945838,62.062033384,20492.536123,20627.890883,20481.508841,62.437714701,9.88762898,23.267465047,88.071456423,24453.551816,41903.698401,42203.185562,,,,19409.742342,644
Bahamas,BHS,1993,262,1,Bahamian Dollar,0.8411638671,3803.3017409,14516.418858,14748.908449,14668.257803,67.760805637,10.121844967,21.570524887,84.116386706,83.765295096,85.9132387,63.821182616,87.970125176,99.896849212,96.552393273,57.20565246,58.121837015,19681.644623,19869.368397,19641.94709,63.703023283,10.013501053,19.42049294,91.938574605,23417.713373,39912.056407,40374.172104,,,,18433.827817,645
Bahamas,BHS,1994,265,1,Bahamian Dollar,0.8376403722,4034.7864217,15225.609139,15438.434564,15785.788319,67.140017022,11.292677191,23.817234388,83.764037219,83.542692455,85.479440541,65.446915361,87.702635782,100.67461609,96.388462719,57.155845164,57.954776555,20045.925867,20192.357778,20013.345184,63.694231416,11.047111837,21.963006537,91.877816137,23826.511865,40380.099263,40741.285575,,,,18951.157996,646
Bahamas,BHS,1995,269,1,Bahamian Dollar,0.8393891217,4258.3349101,15830.241302,16017.604334,16836.28468,68.802365449,10.101001874,26.207761215,83.938912168,83.596316963,85.888654986,68.305147916,84.972033671,100.21542077,96.599591718,57.410416263,58.089912517,20904.799301,21057.512181,20886.602189,63.924943573,9.7657353029,23.300066118,89.228125105,24830.7759,41864.238379,42206.803273,,,,19276.01805,647
Bahamas,BHS,1996,273,1,Bahamian Dollar,0.8363876906,4516.3266302,16543.32099,16752.400135,18303.945413,70.545731574,10.478829092,28.237069105,83.638769056,83.338869387,85.092494657,67.360432934,86.294891438,101.13834913,96.497644777,57.414315534,58.139933806,21744.430806,21876.923533,21740.273155,64.407757105,9.8995344656,25.40681525,90.276900762,25787.56497,43358.980644,43631.517288,,,,19819.62258,648
Bahamas,BHS,1997,276,1,Bahamian Dollar,0.8345335666,4708.8579263,17061.079443,17257.74842,20483.216417,72.534564144,11.229550831,34.925854995,83.453356663,83.259460293,84.75267274,67.594844449,86.263670805,107.93699265,97.229331837,56.377511871,57.027394992,22144.167919,22203.12186,22156.957744,66.292889054,10.236988187,31.763381375,97.480300773,26229.030659,43993.801774,44085.463049,,,,20169.469629,649
Bahamas,BHS,1998,279,1,Bahamian Dollar,0.8476754524,5202.8167,18648.08853,18862.617138,22709.895558,72.736303761,10.014707511,37.645301667,84.767545241,84.442693383,85.74502105,69.824777475,87.204432286,101.88422556,96.50837568,59.164881806,59.84551777,23304.405733,23337.514162,23320.632584,68.367623101,9.4927872135,35.814151194,97.745287551,27552.221044,46140.456411,46173.857034,,,,21973.474728,650
Bahamas,BHS,1999,287.358,1,Bahamian Dollar,0.8513321287,5754.9807352,20027.215999,20185.816621,23042.689197,70.325136293,9.0873103355,34.740424322,85.133212872,84.74378175,86.571162137,75.050461217,84.974540251,101.18177736,98.277699346,60.636643654,61.11684067,23343.399599,23419.672709,23364.135764,70.125405061,8.9915798515,34.583906401,100.85744587,27545.61309,45937.940789,46047.136048,,,,23235.029009,651
Bahamas,BHS,2000,283,1,Bahamian Dollar,0.8436547067,6115.1795386,21608.408263,21682.468422,25094.747864,68.717752412,8.2122601208,38.80749196,84.36547067,83.982699255,86.25693294,82.716793015,81.32658209,107.25126476,97.999348972,62.44150189,62.655512448,24134.118506,24159.842858,24155.766138,70.135207481,8.3908252371,38.594254927,107.12943457,28415.235105,47150.022354,47157.979768,,,,24426.274797,652
Bahamas,BHS,2001,286,1,Bahamian Dollar,0.8447082294,6267.7263172,21915.126983,21968.341668,25446.026087,71.957323209,8.45210695,35.421006529,84.470822944,84.142878526,86.589267838,84.217762333,80.172362316,97.53513146,97.73983949,62.004845481,62.155406703,24096.2293,24193.48165,24098.641953,72.615633047,8.6356816737,35.410922894,100.74940295,28281.657855,46718.643348,46902.503584,,,,24264.425512,653
Bahamas,BHS,2002,289,1,Bahamian Dollar,0.8295353365,6760.4112246,23392.426383,23460.30363,25516.003103,66.415807832,8.710412317,33.636238792,82.953533649,82.66324824,85.912393277,79.467018458,78.000902,96.150142653,97.725085494,64.625574822,64.813097316,24595.008784,24668.527143,24595.359711,69.139146341,9.0854576666,34.258784781,100.25877109,28795.145732,47304.878175,47445.602949,,,,25433.84185,654
Bahamas,BHS,2003,291,1,Bahamian Dollar,0.822328,6828.0904944,23464.228503,23599.422844,26248.144114,69.02828414,9.2377943652,32.957591187,82.232799998,81.86534781,85.774953084,75.928025424,76.61659281,97.418845827,98.381136543,62.452677458,62.812512369,24332.804264,24425.506487,24327.132863,70.9189389,9.6185997423,33.699602813,101.32594713,28411.493361,46420.805302,46608.520923,,,,24982.127405,655
Estonia,EST,1967,1311.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656
Estonia,EST,1968,1324.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657
Estonia,EST,1969,1342.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658
Bahamas,BHS,2004,294,1,Bahamian Dollar,0.8127937341,7068.4230928,24042.255418,24201.605318,27045.23997,69.914594858,9.3848991423,32.450282989,81.279373413,80.814222121,84.548359462,76.270145622,75.710527188,103.85401999,98.706832354,60.57559416,60.977083733,24763.436858,24872.412798,24756.883425,70.296771729,9.4878357583,32.468116125,105.56373451,28842.009542,46856.001648,47074.657787,,,,24863.880777,659
Bahamas,BHS,2005,297,1,Bahamian Dollar,0.7980730778,8155.6077766,27459.958844,27638.435555,30504.999064,65.121368414,8.7100736558,36.540214107,79.807307785,79.373304958,83.299495498,75.126565497,74.722577345,101.99068303,98.002696332,64.558778422,64.97837987,27459.958844,27459.958844,27459.958844,65.121368414,8.7100736557,36.540214106,101.8861431,31914.00264,51593.519154,51593.519155,,,,27459.958844,660
Bahamas,BHS,2006,299,1,Bahamian Dollar,0.7882005565,8723.1897302,29174.547593,29333.043798,36096.446304,71.870598065,8.6439256179,42.542757903,78.820055652,78.413363191,82.626765874,76.601255888,72.850383224,110.47726148,98.180529997,65.320823693,65.675691327,28595.962661,28584.053978,28595.962661,71.200749135,8.4805960735,41.564012171,108.53041909,33154.438777,53382.407586,53360.176679,,,,28181.880152,661
Bahamas,BHS,2007,302,1,Bahamian Dollar,0.7795167693,9280.0594999,30728.673841,30889.065125,37914.495562,70.739526003,8.7228598099,43.281683677,77.951676927,77.757249269,83.499728138,74.516406502,69.687389714,113.44405735,97.350046149,66.143400807,66.488642683,29114.779941,29084.639096,29117.102432,70.555829541,8.4866734698,42.086986409,108.04620929,33656.753232,53986.374998,53926.184332,,,,28729.044116,662
Bahamas,BHS,2008,305,1,Bahamian Dollar,0.8820426695,7955.8230846,26084.665851,26236.40326,33039.568265,72.094398271,9.1442718653,44.69158005,88.204266955,88.05084488,95.121005374,80.348724149,78.861978485,113.07323651,98.12428594,55.252969285,55.574381966,29338.940627,29301.051032,29343.883066,58.556141931,7.2217310551,35.442343441,97.128218647,33802.956202,54029.640167,53950.775368,,,,23575.835699,663
Bahamas,BHS,2009,308,1,Bahamian Dollar,0.7793783335,8400.6922555,27274.974855,27458.28399,35410.518378,73.974947413,9.7559899307,45.230211107,77.937833346,77.926333153,83.841559506,66.311268415,71.117954956,112.52341611,98.072906364,59.795342439,60.197213844,28381.853894,28326.539279,28390.641702,64.325946754,8.1339084462,39.581036742,92.805765623,32612.517281,,,,,,24640.83196,664
Bahrain,BHR,1950,114.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665
Bahrain,BHR,1951,117.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666
Bahrain,BHR,1952,120.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667
Bahrain,BHR,1953,123.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668
Bahrain,BHR,1954,126.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669
Bahrain,BHR,1955,130.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670
